貸借対照表
貸借対照表
貸借対照表
資産の部
流動資産
現金及び預金
受取手形及び売掛金
貸倒引当金
受取手形及び売掛金（純額）
受取手形
貸倒引当金
受取手形（純額）
売掛金
貸倒引当金
売掛金（純額）
関係会社売掛金
割賦売掛金
開発事業未収入金
不動産事業未収入金
完成業務未収入金
加盟店貸勘定
受取手形及び営業未収入金
営業未収入金
電子記録債権
営業貸付金
売買目的有価証券及び1年内に満期の到来する有価証券
有価証券
親会社株式
金銭の信託
営業投資有価証券
たな卸資産
商品
未着商品
製品、副産物及び作業くず
製品
副産物
商品及び製品
半製品
原料及び材料
原材料
原材料及び貯蔵品
未着原材料
仕掛品及び半成工事
仕掛品
半成工事
消耗品、消耗工具、器具及び備品その他の貯蔵品で相当額以上のもの
貯蔵品
販売用不動産
仕掛販売用不動産
開発事業等支出金
不動産事業支出金
未成業務支出金
分譲土地建物
分譲土地
その他のたな卸資産
前渡金
前払金
前払費用
未収収益
未収利息
その他の資産で1年内に現金化できると認められるもの
株主、役員又は従業員に対する短期債権
貸倒引当金
株主、役員又は従業員に対する短期債権（純額）
短期貸付金
貸倒引当金
短期貸付金（純額）
関係会社短期貸付金
貸倒引当金
関係会社短期貸付金（純額）
未収入金
関係会社未収入金
未収消費税等
未収還付法人税等
営業外受取手形
営業外電子記録債権
1年内回収予定の長期貸付金
1年内回収予定の関係会社長期貸付金
1年内回収予定の差入保証金
その他の未収入金
関係会社預け金
関係会社短期債権
金銭債権信託受益権
差入保証金
従業員に対する短期債権
従業員に対する短期貸付金
信託受益権
立替金
仮払金
預け金
リース債権
貸倒引当金
リース債権（純額）
リース投資資産
貸倒引当金
リース投資資産（純額）
リース債権及びリース投資資産
貸倒引当金
リース債権及びリース投資資産（純額）
デリバティブ債権
為替予約
金利スワップ資産
金利スワップ
買建通貨オプション
通貨オプション
オプション資産
前払年金費用
流動資産に属する資産に係る引当金
貸倒引当金
信用保証割賦売掛金
寄託有価証券
商業手形
貸借取引貸付金
一般貸付金
公社債貸付金
貸付有価証券
借入有価証券代り金
買取債権
その他
流動資産
固定資産
有形固定資産
建物及び暖房、照明、通風等の附属設備
建物
減価償却累計額
減損損失累計額
減価償却累計額及び減損損失累計額
建物（純額）
建物附属設備
減価償却累計額
減損損失累計額
減価償却累計額及び減損損失累計額
建物附属設備（純額）
構築物
減価償却累計額
減損損失累計額
減価償却累計額及び減損損失累計額
構築物（純額）
建物及び構築物
減価償却累計額
減損損失累計額
減価償却累計額及び減損損失累計額
建物及び構築物（純額）
